"~id","~labels","Address","distance","lan","CaseID","long"
"214","StreetLight","2341 MARKET ST, SAN FRANCISCO, CA, 94114",0.012475046834073663,37.76688223943768,3757253,-122.42276809726891
"215","StreetLight","2334 MARKET ST, SAN FRANCISCO, CA, 94114",0.008669159590559536,37.76361149912191,3757276,-122.42594000439121
"216","StreetLight","3001 MARKET ST, SAN FRANCISCO, CA, 94114",0.010617421793009672,37.764023676345246,3757308,-122.43195121644524
"217","StreetLight","2332 MARKET ST, SAN FRANCISCO, CA, 94114",0.012931071297223188,37.76788218222707,3757272,-122.42606957457123
"218","StreetLight","3085 MARKET ST, SAN FRANCISCO, CA, 94114",0.017461390778260626,37.7673852990446,3757215,-122.43869215113469
"300","StreetLight","3965 18TH ST, SAN FRANCISCO, CA, 94114",0.009935970537836352,37.76404221248942,3868357,-122.42240714590717
"301","StreetLight","3690 21ST ST, SAN FRANCISCO, CA, 94114",0.014707810122354496,37.769663358117484,3868368,-122.42655212601828
"302","StreetLight","157 STATES ST, SAN FRANCISCO, CA, 94114",0.013732345119901344,37.76667109334386,3871801,-122.43359267888147
"303","StreetLight","4690 18TH ST, SAN FRANCISCO, CA, 94114",0.018254425008207176,37.768469810736185,3868437,-122.43869983026151
"304","StreetLight","318 FREDERICK ST, SAN FRANCISCO, CA, 94117",0.024330743940415733,37.772866170478295,3871793,-122.44289635315465
"305","StreetLight","3649 21ST ST, SAN FRANCISCO, CA, 94114",0.009476024048280882,37.76434798477987,3868367,-122.4276875671558
"306","StreetLight","901 SANCHEZ ST, SAN FRANCISCO, CA, 94114",0.0067544319290292676,37.758302546555605,3844174,-122.4205606396301
"307","StreetLight","Intersection of MASONIC AVE and PIEDMONT ST",0.021617968760415246,37.77370055782894,3841915,-122.4371972333902
"308","StreetLight","1526 DOLORES ST, SAN FRANCISCO, CA, 94110",0.008063926614966108,37.7525680666401,3834199,-122.41872556207724
"309","StreetLight","Intersection of PARNASSUS AVE and SHRADER ST",0.021590485212693737,37.770555246108486,3860574,-122.44135477585763
"310","StreetLight","Intersection of DIAMOND ST and MORELAND ST",0.01182169951725056,37.747606023522195,3828116,-122.43568680554004
"311","StreetLight","210 CHURCH ST, SAN FRANCISCO, CA, 94114",0.024169630202799157,37.77890636889623,3857524,-122.42317904130114
"312","StreetLight","109 LIBERTY ST, SAN FRANCISCO, CA, 94110",0.017561571246643624,37.76240174083232,3848132,-122.410522734798
"313","StreetLight","3953 18TH ST, SAN FRANCISCO, CA, 94114",0.008885349517473756,37.76376359440862,3854435,-122.42760125300177
"314","StreetLight","130 CHURCH ST, SAN FRANCISCO, CA, 94114",0.024113604409465007,37.77838791266025,3837464,-122.42073438871725
"315","StreetLight","Intersection of 21ST ST and CHATTANOOGA ST",0.013114993321428688,37.766935346334094,3844180,-122.42108924534146
"316","StreetLight","Intersection of DOLORES ST and MARKET ST",0.019430609153275418,37.77414361192156,3834977,-122.42336397946701
"317","StreetLight","45 ORD CT, SAN FRANCISCO, CA, 94114",0.011033780295562713,37.76237651032356,3827887,-122.43459366088832
"318","StreetLight","106 PARNASSUS AVE, SAN FRANCISCO, CA, 94117",0.02220663193116302,37.76308595439183,3860579,-122.44709272634503
"319","StreetLight","4131 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94131",0.0048447397895614855,37.7560479588976,3831333,-122.42170769705119
"320","StreetLight","3972 17TH ST, SAN FRANCISCO, CA, 94114",0.010722154291002072,37.76551863717689,3839341,-122.42458473892403
"321","StreetLight","471 CHURCH ST, SAN FRANCISCO, CA, 94114",0.01254121708766176,37.76639687390377,3857533,-122.42129065076385
"322","StreetLight","4321 23RD ST, SAN FRANCISCO, CA, 94114",0.004579872302642197,37.75673586570246,3848076,-122.43064769301033
"323","StreetLight","Intersection of DUNCAN ST and CHURCH ST",0.0003763400736381055,37.75521634691518,3833012,-122.42669961779008
"324","StreetLight","67 WALLER ST, SAN FRANCISCO, CA, 94102",0.0213652116190478,37.774718627613275,3824333,-122.41830906456799
"325","StreetLight","1126 DOLORES ST, SAN FRANCISCO, CA, 94114",0.00639642465518474,37.75803308710242,3837478,-122.42082009697907
"326","StreetLight","1765 DOLORES ST, SAN FRANCISCO, CA, 94131",0.015504168737567006,37.74926407846839,3820416,-122.4120062643558
"328","StreetLight","740 CHURCH ST, SAN FRANCISCO, CA, 94114",0.007334263339074698,37.76228311673703,3836020,-122.42610243491579
"329","StreetLight","720 CONGO ST, SAN FRANCISCO, CA, 94131",0.011546945660136119,37.748454442674564,3837373,-122.43597036698374
"330","StreetLight","1800 MARKET ST, SAN FRANCISCO, CA, 94102",0.019732301645598173,37.772250316764215,3824336,-122.41692658721082
"331","StreetLight","121 LIBERTY ST, SAN FRANCISCO, CA, 94110",0.01380540599842769,37.76260004584486,3844186,-122.41493175191398
"332","StreetLight","Intersection of 24TH ST and GRAND VIEW AVE",0.011283828242843987,37.75889528151537,3854278,-122.43700169412872
"333","StreetLight","Intersection of 19TH ST and DOLORES ST",0.011933803868237548,37.76621309834166,3824349,-122.42246609125301
"334","StreetLight","3690 MISSION ST, SAN FRANCISCO, CA, 94110",0.01505600446466298,37.746257227236285,3855613,-122.41413904268282
"335","StreetLight","Intersection of MARKET ST and SHORT ST",0.018730555379470076,37.76920805011525,3849825,-122.43858159191639
"336","StreetLight","320 DOLORES ST, SAN FRANCISCO, CA, 94110",0.00986614581528914,37.76478106654684,3833746,-122.42552759925519
"337","StreetLight","Intersection of 16TH ST and GUERRERO ST",0.01943101671855537,37.768351276025655,3834200,-122.41235182027233
"338","StreetLight","93 PARK ST, SAN FRANCISCO, CA, 94110",0.012289510420852606,37.745262140719085,3820359,-122.41887400203377
"339","StreetLight","Intersection of ELIZABETH ST and DOUGLASS ST",0.010140508110839691,37.757731513574896,3831251,-122.43618109012584
"340","StreetLight","2059 MARKET ST, SAN FRANCISCO, CA, 94114",0.025068015118580193,37.77961390864726,3854086,-122.42191153734298
"341","StreetLight","Intersection of HIGHLAND AVE and MISSION ST",0.01573208447520147,37.74524308365366,3859956,-122.41405215763791
"342","StreetLight","127 PARNASSUS AVE, SAN FRANCISCO, CA, 94117",0.02263396079342802,37.768874544460964,3860577,-122.44427638647348
"343","StreetLight","Intersection of 29TH ST and CASTRO ST",0.008776989380909253,37.74652873805636,3834163,-122.42397512764681
"344","StreetLight","22 WALLER ST, SAN FRANCISCO, CA, 94102",0.02623136238789765,37.77676949503702,3830328,-122.41185867963635
"345","StreetLight","Intersection of COLE ST and PARNASSUS AVE",0.02185458572529702,37.769580671596394,3860578,-122.44266798988464
"346","StreetLight","193 CHATTANOOGA ST, SAN FRANCISCO, CA, 94114",0.006529989338685094,37.75965903876191,3844178,-122.42189757291017
"347","StreetLight","125 EDGEWOOD AVE, SAN FRANCISCO, CA, 94117",0.033589769495307176,37.76426796918486,3866233,-122.45870101884738
"348","StreetLight","193 CHATTANOOGA ST, SAN FRANCISCO, CA, 94114",0.004420697536345065,37.75277743003856,3837477,-122.42258122413666
"349","StreetLight","595 DOLORES ST, SAN FRANCISCO, CA, 94110",0.008695286561292622,37.76360072518504,3836306,-122.42549077136586
"350","StreetLight","Intersection of GUERRERO ST and CESAR CHAVEZ ST",0.012031662917884767,37.75991868188259,3855543,-122.41546725160563
"351","StreetLight","300 CHURCH ST, SAN FRANCISCO, CA, 94114",0.019176010977132677,37.77405947438898,3833103,-122.42476061611204
"352","StreetLight","4801 17TH ST, SAN FRANCISCO, CA, 94117",0.021942519423554237,37.765860217190045,3860572,-122.44546916234302
"353","StreetLight","127 FAIR OAKS ST, SAN FRANCISCO, CA, 94110",0.014734906717138029,37.75390027349936,3844187,-122.41173075890138
"354","StreetLight","4735 18TH ST, SAN FRANCISCO, CA, 94114",0.014296428449639477,37.76443392416246,3827900,-122.43713097843064
"355","StreetLight","Intersection of 15TH ST and MARKET ST",0.020320969741692965,37.7751480662294,3834976,-122.42414191235369
"356","StreetLight","Intersection of CARL ST and STANYAN ST",0.027680566196147956,37.77372604649869,3826898,-122.4467723694849
"357","StreetLight","Intersection of DOLORES ST and 19TH ST",0.007506472207653284,37.762461210510295,3846336,-122.42656936867432
"358","StreetLight","3633 22ND ST, SAN FRANCISCO, CA, 94114",0.0022595240425143056,37.75711649461408,3837474,-122.42576595320445
"359","StreetLight","Intersection of DOLORES ST and LIBERTY ST",0.008693989021781352,37.76307129288097,3844182,-122.42330871129822
"360","StreetLight","Intersection of HOFFMAN AVE and ALVARADO ST",0.012160845928804256,37.75642851692398,3864671,-122.43849916590855
"361","StreetLight","822 CLAYTON ST, SAN FRANCISCO, CA, 94117",0.03139825841052458,37.77929868712843,3860581,-122.44625927627669
"362","StreetLight","251 CHURCH ST, SAN FRANCISCO, CA, 94114",0.019222132023863237,37.774167067036885,3857528,-122.42577350651675
"363","StreetLight","697 DOLORES ST, SAN FRANCISCO, CA, 94110",0.008852653769454462,37.76375342647023,3824346,-122.42543983369995
"364","StreetLight","Intersection of 23RD ST and CHATTANOOGA ST",0.0040258206708302805,37.75896580400897,3844177,-122.42678736564024
"365","StreetLight","Intersection of 23RD ST and CHATTANOOGA ST",0.005655372486563631,37.76005383260368,3837476,-122.42397909973165
"366","StreetLight","485 DAY ST, SAN FRANCISCO, CA, 94131",0.008123481175697868,37.74709314602206,3854175,-122.42846870219898
"367","StreetLight","Intersection of 18TH ST and CHURCH ST",0.014260391276330713,37.76862656940399,3824353,-122.42236869015699
"368","StreetLight","5745 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",0.013755677580537879,37.74215564283749,3837377,-122.43146442109548
"369","StreetLight","Intersection of 19TH ST and DOUGLASS ST",0.013767879836963863,37.76328770340544,3827894,-122.43738856042233
"370","StreetLight","Intersection of DOLORES ST and MARKET ST",0.021589395523655294,37.77605586833419,3834274,-122.42185606748144
"371","StreetLight","582 ELIZABETH ST, SAN FRANCISCO, CA, 94114",0.007011430643781522,37.75808424870597,3828025,-122.42015286664275
"372","StreetLight","740 CHURCH ST, SAN FRANCISCO, CA, 94114",0.014805852421452409,37.76840931971382,3849889,-122.42024528104261
"373","StreetLight","Intersection of GRATTAN ST and STANYAN ST",0.024246524668140396,37.76807926024485,3860573,-122.44681592340142
"374","StreetLight","34 PORTOLA DR, SAN FRANCISCO, CA, 94131",0.011331780904440631,37.75845030844949,3854013,-122.43720738227377
"375","StreetLight","Intersection of 23RD ST and FAIR OAKS ST",0.009733674915344482,37.75482049052452,3844188,-122.41669506074756
"376","StreetLight","515 CHENERY ST, SAN FRANCISCO, CA, 94131",0.010777535298906928,37.74420696915665,3847418,-122.42721010965221
"377","StreetLight","674 ELIZABETH ST, SAN FRANCISCO, CA, 94114",0.010369819494610728,37.760886799755156,3828027,-122.43493423847245
"378","StreetLight","3633 16TH ST, SAN FRANCISCO, CA, 94114",0.015668304276825938,37.7699135014192,3857536,-122.42176183908963
"379","StreetLight","Intersection of CARL ST and STANYAN ST",0.028591982839169458,37.77446014962459,3827771,-122.44733454858698
"380","StreetLight","48 DAWNVIEW WAY, SAN FRANCISCO, CA, 94131",0.014168516269436738,37.7582619208175,3829586,-122.44020524490851
"381","StreetLight","Intersection of 21ST ST and DOLORES ST",0.01129380376142989,37.765287009441295,3844183,-122.42186470389782
"382","StreetLight","Intersection of 30TH ST and CHURCH ST",0.007114239800443618,37.74809103000455,3834203,-122.42829422780656
"383","StreetLight","Intersection of CHULA LN and CHURCH ST",0.010472137421843122,37.763908187370824,3857529,-122.42099407066785
"384","StreetLight","Intersection of DUBOCE AVE and WALTER ST",0.020888778389703894,37.775128134725776,3850786,-122.42100294014791
"385","StreetLight","Intersection of ALMA ST and STANYAN ST",0.026336625268763344,37.76899741945679,3831074,-122.44870913858671
"386","StreetLight","Intersection of MISSION ST and SAINT MARYS AVE",0.016900005753646318,37.738120003097094,3820414,-122.42789643911985
"387","StreetLight","Intersection of 19TH ST and NOE ST",0.013628546327856025,37.76816744201382,3827890,-122.4230815967449
"389","StreetLight","1851 15TH ST, SAN FRANCISCO, CA, 94103",0.02356929565902733,37.7782674825556,3857676,-122.42295073685482
"390","StreetLight","140 UPPER TER, SAN FRANCISCO, CA, 94117",0.021266928978868633,37.775907294311125,3824322,-122.43007862912803
"391","StreetLight","3543 21ST ST, SAN FRANCISCO, CA, 94114",0.015553480890225001,37.77050758522722,3837475,-122.42618029947913
"392","StreetLight","Intersection of PARNASSUS AVE and SHRADER ST",0.024875996568137524,37.770211819159776,3860575,-122.44607664450352
"393","StreetLight","2149 CASTRO ST, SAN FRANCISCO, CA, 94131",0.010745534939605585,37.744320916434525,3834161,-122.42796400562642
"394","StreetLight","118 CHURCH ST, SAN FRANCISCO, CA, 94114",0.020352350889074434,37.7753084222156,3824100,-122.42641828746349
"395","StreetLight","Intersection of DUBOCE AVE and STEINER ST",0.022054766267521675,37.77693939813032,3824327,-122.42820153181741
"396","StreetLight","602 NOE ST, SAN FRANCISCO, CA, 94114",0.016917484020433974,37.770838822790786,3840323,-122.4206020259737
"397","StreetLight","163 LIBERTY ST, SAN FRANCISCO, CA, 94110",0.013054357566103568,37.76218737453612,3844185,-122.41555928005043
"398","StreetLight","3851 18TH ST, SAN FRANCISCO, CA, 94114",0.012669563920062127,37.766148673122444,3824354,-122.4204911622673
"399","StreetLight","691 DOLORES ST, SAN FRANCISCO, CA, 94110",0.01296589909342207,37.76629235739766,3824347,-122.42013468337629
"400","StreetLight","Intersection of DIAMOND ST and MARKET ST",0.01490174831157698,37.76719636603607,3837452,-122.43492704673842
"401","StreetLight","82 POND ST, SAN FRANCISCO, CA, 94114",0.01001345741570764,37.76448422910519,3822448,-122.42334824898685
"402","StreetLight","Intersection of CUMBERLAND ST and DOLORES ST",0.007753441988775838,37.762704184354284,3824348,-122.42614031686486
"403","StreetLight","Intersection of 27TH ST and CHURCH ST",0.0048682589324011896,37.75911664932368,3833000,-122.4239000345727
"404","StreetLight","Intersection of ALVARADO ST and HOFFMAN AVE",0.009336883188170001,37.75559810313799,3848080,-122.4357425745096
"405","StreetLight","Intersection of DOLORES ST and MARKET ST",0.022526713006841774,37.77747237385292,3824337,-122.42711264121161
"406","StreetLight","199 PORTOLA DR, SAN FRANCISCO, CA, 94114",0.010227071454916366,37.76070590997937,3857002,-122.4348854725452
"407","StreetLight","3633 22ND ST, SAN FRANCISCO, CA, 94114",0,37.75495607354552,3844175,-122.4264277913306
"408","StreetLight","515 CHENERY ST, SAN FRANCISCO, CA, 94131",0.01025326159935537,37.74591632208867,3838865,-122.42158916890028
"409","StreetLight","555 BUENA VISTA AVE, SAN FRANCISCO, CA, 94117",0.024485658784285477,37.77734295843869,3792226,-122.43634620203396
"410","StreetLight","101 ALPINE TER, SAN FRANCISCO, CA, 94117",0.027256753974728237,37.780155376270656,3776782,-122.43681652462229
"411","StreetLight","3613 25TH ST, SAN FRANCISCO, CA, 94110",0.015591088328094315,37.75374241952474,3797138,-122.41088401189404
"412","StreetLight","Intersection of BUCHANAN ST and MARKET ST",0.02229639810761163,37.77670308855673,3808012,-122.4215087765232
"413","StreetLight","1800 MARKET ST, SAN FRANCISCO, CA, 94102",0.02910958609218351,37.77920455258552,3803781,-122.41032253545852
"414","StreetLight","2264 MARKET ST, SAN FRANCISCO, CA, 94114",0.021417714091205922,37.77634199525079,3803510,-122.42759433739005
"415","StreetLight","3970 22ND ST, SAN FRANCISCO, CA, 94114",0.005936264824673541,37.7525317329664,3799133,-122.43184644548316
"416","StreetLight","95 EAGLE ST, SAN FRANCISCO, CA, 94114",0.0169442848302805,37.76811320870722,3806296,-122.43710480321344
"417","StreetLight","Intersection of ADDISON ST and DIAMOND HEIGHTS BLVD",0.007892475579095806,37.749548201405226,3809771,-122.43217636416921
"418","StreetLight","Intersection of DOUGLASS ST and ELIZABETH ST",0.008284945217490331,37.75551267186202,3797065,-122.43469401873921
"419","StreetLight","Intersection of NOE ST and MARKET ST",0.009414679861364662,37.76372075413115,3812619,-122.42299026734902
"420","StreetLight","Intersection of CLIPPER ST and DOUGLASS ST",0.01047673495858222,37.75860586093869,3799561,-122.43624823059659
"421","StreetLight","1748 CHURCH ST, SAN FRANCISCO, CA, 94131",0.010238636877960486,37.74490829130711,3785552,-122.42446011320442
"422","StreetLight","551 DUBOCE AVE, SAN FRANCISCO, CA, 94117",0.0171552318653206,37.77208887693568,3797173,-122.42730473394387
"423","StreetLight","626 CASTRO ST, SAN FRANCISCO, CA, 94114",0.017386006524711613,37.77042887841046,3798322,-122.434356570082
"424","StreetLight","2254 MARKET ST, SAN FRANCISCO, CA, 94114",0.02371075956682858,37.77858809370386,3803502,-122.42449705507936
"425","StreetLight","4096 17TH ST, SAN FRANCISCO, CA, 94114",0.017485467410995797,37.76948637868832,3804385,-122.43615465120612
"426","StreetLight","Intersection of 19TH ST and NOE ST",0.009381678137158653,37.76429599923454,3799359,-122.42731191394248
"427","StreetLight","392 FAIR OAKS ST, SAN FRANCISCO, CA, 94110",0.007900661554731821,37.75254120268552,3797144,-122.41890523513393
"428","StreetLight","231 30TH ST, SAN FRANCISCO, CA, 94131",0.00921776864195937,37.745826688417765,3810354,-122.42515437626638
"429","StreetLight","Intersection of GRAND VIEW AVE and MORGAN ALY",0.008534907396878946,37.752726928722225,3799555,-122.43466645369958
"430","StreetLight","Intersection of CASTRO ST and DIVISADERO ST",0.023968027233918006,37.77836337565564,3801616,-122.43158187101679
"431","StreetLight","Intersection of DUNCAN ST and CHURCH ST",0.002103535476943969,37.75688679001878,3785578,-122.42559280905375
"432","StreetLight","146 LOWER TER, SAN FRANCISCO, CA, 94114",0.013405146913294735,37.76586102082207,3776686,-122.43422394991433
"433","StreetLight","453 HILL ST, SAN FRANCISCO, CA, 94114",0.015044721312814289,37.76892724997875,3797205,-122.42084658461056
"434","StreetLight","Intersection of MONTEREY BLVD and JOOST AVE",0.02048370824366671,37.734718650914154,3781385,-122.42326092716378
"435","StreetLight","21 EUREKA ST, SAN FRANCISCO, CA, 94114",0.011039307904220138,37.76266976652784,3773527,-122.43432495915069
"436","StreetLight","125 30TH ST, SAN FRANCISCO, CA, 94110",0.01594043190004457,37.74959734886052,3793258,-122.41141508208442
"437","StreetLight","67 WALLER ST, SAN FRANCISCO, CA, 94102",0.028134901447772098,37.78069192843614,3803780,-122.41505948219842
"438","StreetLight","Intersection of 17TH ST and NOE ST",0.009400441019942432,37.76384121585696,3810987,-122.42335817613078
"439","StreetLight","700 GRAND VIEW AVE, SAN FRANCISCO, CA, 94114",0.004723121231589934,37.75444627292824,3799557,-122.43112331872365
"440","StreetLight","4 CLIPPER ST, SAN FRANCISCO, CA, 94114",0.0013597551288838303,37.75595266170751,3795809,-122.42550272590269
"441","StreetLight","565 EUREKA ST, SAN FRANCISCO, CA, 94114",0.013036485871715443,37.76087476596803,3799127,-122.43804325705054
"442","StreetLight","126 ROANOKE ST, SAN FRANCISCO, CA, 94131",0.010330090119724052,37.74542001839862,3817732,-122.42245608966546
"443","StreetLight","394 LAIDLEY ST, SAN FRANCISCO, CA, 94131",0.01215845611919906,37.74330761407084,3797094,-122.42294333340014
"444","StreetLight","2118 MARKET ST, SAN FRANCISCO, CA, 94114",0.017579727823356033,37.7723733116992,3803466,-122.42404312249795
"445","StreetLight","190 PORTOLA DR, SAN FRANCISCO, CA, 94131",0.006509791349149573,37.75200573633254,3810502,-122.43223062630491
"446","StreetLight","2252 15TH ST, SAN FRANCISCO, CA, 94114",0.019793763385841896,37.77473013152855,3806865,-122.42554478518196
"447","StreetLight","409 DOLORES ST, SAN FRANCISCO, CA, 94110",0.008546988401965569,37.763310987267076,3793889,-122.42462600681276
"448","StreetLight","Intersection of BUENA VISTA EAST AVE and PARK HILL AVE",128.12047884105635,0.007572500103142592,3797370,0.007195579951593674
"449","StreetLight","1600 CASTRO ST, SAN FRANCISCO, CA, 94114",0.002374295041969597,37.75443652767744,3797074,-122.42411103734338
"450","StreetLight","2254 15TH ST, SAN FRANCISCO, CA, 94114",0.02451849374705807,37.77933393315178,3817090,-122.42380548382728
"451","StreetLight","Intersection of 25TH ST and CASTRO ST",0.006262607027506492,37.75767077301886,3817125,-122.42078415300497
"452","StreetLight","144 GRATTAN ST, SAN FRANCISCO, CA, 94117",0.017408221319484142,37.765304221198804,3776823,-122.44042643446677
"453","StreetLight","595 14TH ST, SAN FRANCISCO, CA, 94103",0.02273944368480455,37.7772368681846,3803786,-122.42188373044351
"454","StreetLight","501 BUENA VISTA AVE, SAN FRANCISCO, CA, 94117",0.026998398233708015,37.78074972766708,3808584,-122.43440280946496
"455","StreetLight","41 WALLER ST, SAN FRANCISCO, CA, 94102",0.020700716328924174,37.77343110908689,3808551,-122.4170900872083
"456","StreetLight","745 GRAND VIEW AVE, SAN FRANCISCO, CA, 94114",0.011112298047277076,37.7523141255731,3799559,-122.43722145978958
"457","StreetLight","439 CORBETT AVE, SAN FRANCISCO, CA, 94114",0.025898731229697994,37.76881921180615,3799470,-122.44830375249519
"458","StreetLight","Intersection of NOE ST and MARKET ST",0.011569670494612537,37.766052455201894,3803458,-122.42315249142219
"459","StreetLight","144 GRATTAN ST, SAN FRANCISCO, CA, 94117",0.021759880643273635,37.7670583031828,3784681,-122.44451171909577
"460","StreetLight","224 GRAND VIEW AVE, SAN FRANCISCO, CA, 94114",0.012277757119552195,37.75322519940363,3805766,-122.43858292993909
"461","StreetLight","2215 MARKET ST, SAN FRANCISCO, CA, 94114",0.021545672187398647,37.776501152548924,3812656,-122.42626791405272
"462","StreetLight","2380 MARKET ST, SAN FRANCISCO, CA, 94114",0.012569356301663908,37.7673292252649,3812584,-122.42863999257989
"463","StreetLight","565 CLIPPER ST, SAN FRANCISCO, CA, 94114",0.011441818413033645,37.7605118061958,3797069,-122.43643024319579
"464","StreetLight","1186 SANCHEZ ST, SAN FRANCISCO, CA, 94114",0.0029598140529514287,37.75331343409,3797156,-122.42888995193609
"465","StreetLight","Intersection of 25TH ST and POPLAR ST",0.013857067029223973,37.75937475717152,3797125,-122.41329411166092
"466","StreetLight","Intersection of CLAYTON ST and PEMBERTON PL",0.020865651112865116,37.763894922572085,3810505,-122.44528176636092
"467","StreetLight","Intersection of 27TH ST and CHURCH ST",0.0037866859987094256,37.753612869293235,3785566,-122.42288734034386
"468","StreetLight","Intersection of SANCHEZ ST and MARKET ST",0.021303634854379336,37.77620068120873,3812671,-122.42484301902986
"469","StreetLight","716 ELIZABETH ST, SAN FRANCISCO, CA, 94114",0.008053244791311663,37.7579058928251,3799563,-122.43392134308438
"470","StreetLight","Intersection of ADDISON ST and DIAMOND HEIGHTS BLVD",0.007722916439154838,37.748192327755724,3809761,-122.43015541540193
"471","StreetLight","251 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",0.010467772635065138,37.759875140176284,3797133,-122.41718782123208
"472","StreetLight","Intersection of CLAYTON ST and PEMBERTON PL",0.018035460172685293,37.76563229353553,3773022,-122.44096382071848
"473","StreetLight","Intersection of CHURCH ST and MARKET ST",0.020184855007333448,37.77434400301436,3787957,-122.42081204894171
"474","StreetLight","Intersection of 17TH ST and DOLORES ST",0.009238235436217275,37.764111996426635,3780060,-122.42519731574365
"475","StreetLight","Intersection of ARGUELLO BLVD and FREDERICK ST",0.035277024501765,37.778879959833006,3784932,-122.45235299379078
"476","StreetLight","289 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",0.0100505329697905,37.7558145529001,3797130,-122.41641398954633
"477","StreetLight","2254 MARKET ST, SAN FRANCISCO, CA, 94114",0.02594626285088731,37.780232965151576,3812630,-122.42057225491938
"478","StreetLight","3974 22ND ST, SAN FRANCISCO, CA, 94114",0.012768863120420656,37.75221865198942,3779459,-122.43889977547957
"479","StreetLight","Intersection of LAGUNA ST and WALLER ST",0.01974349429971373,37.774680874800936,3803779,-122.42728673405118
"480","StreetLight","3564 17TH ST, SAN FRANCISCO, CA, 94110",0.015262255099025856,37.76990575274946,3793897,-122.42335475986198
"481","StreetLight","3894 17TH ST, SAN FRANCISCO, CA, 94114",0.014592521006641693,37.76907825708093,3803799,-122.42275279452494
"482","StreetLight","4 CLIPPER ST, SAN FRANCISCO, CA, 94114",0.002126848962252026,37.75628498665652,3795808,-122.4247672262305
"483","StreetLight","2156 MARKET ST, SAN FRANCISCO, CA, 94114",0.026095970013500155,37.78068311209631,3803476,-122.42205524763709
"484","StreetLight","303 DOLORES ST, SAN FRANCISCO, CA, 94110",0.008564610049393358,37.76345223113132,3778552,-122.42750846314733
"485","StreetLight","Intersection of WALTER ST and DUBOCE AVE",0.023244989239901297,37.77806049451696,3812298,-122.4289802913478
"486","StreetLight","469 27TH ST, SAN FRANCISCO, CA, 94131",0.002468563066782473,37.75688745229522,3817611,-122.42796518514479
"487","StreetLight","95 EAGLE ST, SAN FRANCISCO, CA, 94114",0.0142444495659391,37.768396925099104,3815765,-122.43114455430441
"488","StreetLight","Billy Goat Hill, , SAN FRANCISCO, CA, 94131",0.011660896752908313,37.74361986542339,3797198,-122.42369522870666
"489","StreetLight","Intersection of 25TH ST and CHURCH ST",0.00602942245772766,37.75314938055273,3797148,-122.42067541828953
"490","StreetLight","1718 CASTRO ST, SAN FRANCISCO, CA, 94131",0.005775080680834473,37.75640305654876,3797077,-122.42083692404023
"491","StreetLight","626 14TH ST, SAN FRANCISCO, CA, 94114",0.01846430942871028,37.77324540505979,3803785,-122.42896374784449
"492","StreetLight","Intersection of CASTRO ST and MARKET ST",0.012960718412754497,37.76494686586454,3812582,-122.43468395815383
"493","StreetLight","2200 MARKET ST, SAN FRANCISCO, CA, 94114",0.024618071300561532,37.77884512018642,3803456,-122.4204811212415
"494","StreetLight","1931 DIAMOND ST, SAN FRANCISCO, CA, 94131",0.015736564593753267,37.74207488374216,3809721,-122.43546739389173
"495","StreetLight","Billy Goat Hill, , SAN FRANCISCO, CA, 94131",0.01279567527306005,37.742204444641374,3797191,-122.42536700577993
"496","StreetLight","Intersection of 17TH ST and DOLORES ST",0.009323300057449429,37.76400150407363,3795138,-122.42868701919036
"497","StreetLight","30 ROSEMONT PL, SAN FRANCISCO, CA, 94103",0.019180722564393193,37.77405380856879,3803787,-122.42821010305231
"498","StreetLight","3997 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94131",0.002286697812518976,37.75351340616399,3790442,-122.42465361611038
"499","StreetLight","3969 26TH ST, SAN FRANCISCO, CA, 94131",0.0059002930044584675,37.75401091484416,3797115,-122.4206036920382
"500","StreetLight","Duboce Park, , SAN FRANCISCO, CA, 94117",0.022716694417242528,37.77755099942823,3812241,-122.42877673356091
"501","StreetLight","1718 CASTRO ST, SAN FRANCISCO, CA, 94131",0.0028826996444362113,37.75311578653314,3805770,-122.42864664259918
"502","StreetLight","2280 MARKET ST, SAN FRANCISCO, CA, 94114",0.015196000734571223,37.769247595922515,3803480,-122.42126341077984
"503","StreetLight","551 DUBOCE AVE, SAN FRANCISCO, CA, 94117",0.01897053986527484,37.77391101993903,3797175,-122.42565877247564
"504","StreetLight","2233 MARKET ST, SAN FRANCISCO, CA, 94114",0.024316839855957697,37.77913079410597,3812634,-122.42380260821228
"505","StreetLight","31 CHATTANOOGA ST, SAN FRANCISCO, CA, 94114",0.013238365081128727,37.76730936986009,3774822,-122.42166854977486
"506","StreetLight","Intersection of DIVISADERO ST and DUBOCE AVE",0.0233473971870991,37.77630082740494,3776786,-122.43588836415115
"507","StreetLight","4121 26TH ST, SAN FRANCISCO, CA, 94131",0.0019638053760704507,37.75687890313588,3797086,-122.42682686265447
"508","StreetLight","197 PORTOLA DR, SAN FRANCISCO, CA, 94131",0.007620954462224654,37.75857189620721,3776692,-122.43313635104148
"509","StreetLight","2140 MARKET ST, SAN FRANCISCO, CA, 94114",0.021102256507547892,37.776044839074046,3803482,-122.42567333908343
